Source	ATG	Target	Interaction	CCV	SYP61	Peroxisome	TGN	VHA-A1-GFP	CLC2-GFP	RABF1/ARA6-RFP	RFP-RABF2b/ARA7	YFP-GOT1	YFP-RABD2a/ARA5	YFP-RABG3f	YFP-VAMP711	Interactor Number	Contaminant	S-acylation	ER	Golgi	mit/plastid	Other	PM	Vacuole	Contaminant	Golgi	ER	ER/Vacuole	Golgi	mit/plastid	not classified	PM	Vacuole	Grand Total	TMs	Lipid modifications	IEA	IDA	Signal peptide	Database	unconventional?
YFP-RABG3f	AT1G70320	UPL2 ubiquitin-protein ligase 2 	pp								1			1		2																		2	0	0	0	cytosol mitochondrion nucleus 	0	Swiss	
YFP-RABG3f	AT4G38630	"RPN10, MCB1, ATMCB1, MBP1 regulatory particle non-ATPase 10 "	pp								1			1		2																		2	0	0	0	cytosol membrane proteasome complex 	0	Swiss	
YFP-RABG3f	AT3G02260	"BIG, DOC1, TIR3, UMB1, ASA1, LPR1, CRM1 auxin transport protein (BIG) "	pp						1	1	1		1	1		5						1												6	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT3G03960	TCP-1/cpn60 chaperonin family protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT1G62020	Coatomer ? (RET1p)	pp							1	1		1	1	1	5						1												6	0	0	0	cytosol membrane plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G21390	Coatomer ? (RET1p)	pp							1	1		1	1		4																		4	0	0	0	cytosol membrane 	0	Swiss	
YFP-RABG3f	AT3G10380	SEC8	pp						1	1	1		1	1		5																		5	0	0	cell wall phragmoplast 	cytosol exocyst plasma membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT3G43300	MIN7/BIG5	pp					1			1		1	1		3																		4	0	0	early endosome membrane 	cytosol early endosome trans-Golgi network 	0	Swiss	
YFP-RABG3f	AT3G20050	"ATTCP-1, TCP-1 T-complex protein 1 alpha subunit "	pp						1		1		1	1		4			1															5	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT5G58410	HEAT/U-box domain-containing protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT4G24550	Clathrin adaptor complexes medium subunit family protein 	pp							1	1			1		3																		3	0	0	coated pit Golgi apparatus 	cytosol 	0	Swiss	
YFP-RABG3f	AT4G39520	GTP-binding protein-related 	pp								1			1	1	3																		3	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT1G48900	"Signal recognition particle, SRP54 subunit protein "	pp								1			1		2																		2	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT2G44100	GDI1	pp								1			1		2						1												3	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT3G18190	TCP-1/cpn60 chaperonin family protein 	pp								1			1		2						1												3	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT5G16070	TCP-1/cpn60 chaperonin family protein 	pp											1		1																		1	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein 	pp											1		1																		1	0	0	0	cytosol 	0	trembl	
YFP-RABG3f	AT5G11560	catalytics 	pp											1		1		1	1							1		1						5	1	0	0	endoplasmic reticulum Golgi apparatus plasma membrane vacuolar membrane vacuole 	0	trembl	
YFP-RABG3f	AT2G27600	VPS4/SKD1	pp								1			1		2																		2	0	0	0	cytoplasm multivesicular body nucleus plasmodesma 	0	Swiss	
YFP-RABG3f	AT3G13870	RHD3 Root hair defective 3 GTP-binding protein (RHD3) 	pp									1		1		2			1									1						4	0	0	endoplasmic reticulum membrane Golgi membrane 	cytoplasm endoplasmic reticulum plasma membrane vacuolar membrane 	0	Swiss	
YFP-RABG3f	AT3G05530	"RPT5A, ATS6A.2 regulatory particle triple-A ATPase 5A "	pp							1	1			1	1	4																		4	0	0	0	cytoplasm cytosol nucleus proteasome complex 	0	Swiss	
YFP-RABG3f	AT1G04430	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp											1		1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network vacuolar membrane 	0	Swiss	
YFP-RABG3f	AT2G45140	PVA12 plant VAP homolog 12 	pp											1		1						1						1						3	1	0	endoplasmic reticulum membrane 	cytosol endoplasmic reticulum nucleus plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G31660	"SAD2, URM9 ARM repeat superfamily protein "	pp							1	1			1		3																		3	0	0	0	cytoplasm cytosol nucleus 	0	Swiss	
YFP-RABG3f	AT2G35630	"MOR1, GEM1 ARM repeat superfamily protein "	pp											1		1																		1	0	0	0	cortical microtubule cytoskeleton microtubule phragmoplast plasmodesma preprophase band spindle 	0	Swiss	
YFP-RABG3f	AT5G14780	FDH formate dehydrogenase 	pp											1		1																		1	0	0	0	chloroplast mitochondrion thylakoid 	0	Swiss	
YFP-RABG3f	AT5G13630	"GUN5, CCH, CHLH, CCH1, ABAR magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) "	pp							1			1	1		3																		3	0	0	chloroplast stroma 	chloroplast mitochondrion 	0	Swiss	
YFP-RABG3f	AT1G20260	"ATPase, V1 complex, subunit B protein"	pp							1	1			1	1	4										1								5	0	0	0	chloroplast Golgi apparatus vacuolar membrane vacuole 	0	Swiss	
YFP-RABG3f	AT5G08690	ATP synthase alpha/beta family protein 	pp							1	1	1		1	1	5																		5	0	0	0	"chloroplast envelope mitochondrial proton-transporting ATP synthase complex mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) mitochondrial respiratory chain complex I mitochondrion nucleolus "	0	Swiss	
YFP-RABG3f	AT1G05240	Peroxidase superfamily protein 	pp											1		1																		1	1	0	extracellular region 	plant-type cell wall plasmodesma 	1	Swiss	
YFP-RABG3f	AT5G41790	CIP1 COP1-interactive protein 1 	pp											1		1																		1	0	0	0	chloroplast cytoskeleton vacuolar membrane vacuole 	0	trembl	
YFP-RABG3f	AT1G23190	PGM3 Phosphoglucomutase/phosphomannomutase family protein 	pp								1		1	1		3																		3	0	0	0	chloroplast cytoplasm cytosol nucleus plasma membrane 	0	Swiss	
YFP-RABG3f	AT1G29930	"CAB1, AB140, CAB140, LHCB1.3 chlorophyll A/B binding protein 1 "	pp											1		1																		1	0	0	0	chloroplast chloroplast thylakoid chloroplast thylakoid membrane thylakoid 	0	Swiss	
YFP-RABG3f	AT4G33510	DHS2 3-deoxy-d-arabino-heptulosonate 7-phosphate synthase 	pp								1			1		2																		2	0	0	0	chloroplast chloroplast thylakoid 	0	Swiss	
YFP-RABG3f	AT4G35250	NAD(P)-binding Rossmann-fold superfamily protein 	pp											1		1																		1	0	0	0	chloroplast chloroplast thylakoid 	0	trembl	
YFP-RABG3f	AT1G74960	"FAB1, KAS2, ATKAS2 fatty acid biosynthesis 1 "	pp							1	1			1		3																		3	0	0	0	chloroplast chloroplast stroma 	0	Swiss	
YFP-RABG3f	AT4G16390	SVR7 pentatricopeptide (PPR) repeat-containing protein 	pp											1		1																		1	0	0	0	chloroplast chloroplast stroma 	0	Swiss	
YFP-RABG3f	AT2G34460	NAD(P)-binding Rossmann-fold superfamily protein 	pp								1			1		2																		2	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane plastoglobule 	0	Swiss	
YFP-RABG3f	AT4G04640	"ATPC1 ATPase, F1 complex, gamma subunit protein "	pp								1	1		1		3																		3	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane membrane thylakoid 	0	Swiss	
YFP-RABG3f	AT5G42650	"AOS, CYP74A, DDE2 allene oxide synthase "	pp								1			1		2																		2	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane membrane mitochondrion plastoglobule thylakoid 	0	Swiss	
YFP-RABG3f	AT3G18890	NAD(P)-binding Rossmann-fold superfamily protein 	pp											1		1																		1	0	0	chloroplast inner membrane chloroplast stroma 	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane 	0	Swiss	
YFP-RABG3f	AT4G01690	"PPOX, HEMG1, PPO1 Flavin containing amine oxidoreductase family "	pp											1		1																		1	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid 	0	Swiss	
YFP-RABG3f	AT1G49240	ACT8 actin 8 	pp											1		1																		1	0	0	cytoskeleton 	chloroplast chloroplast envelope chloroplast stroma cytosol plasma membrane plasmodesma vacuole 	0	Swiss	
YFP-RABG3f	AT3G48730	"GSA2 glutamate-1-semialdehyde 2,1-aminomutase 2 "	pp											1		1																		1	0	0	0	chloroplast chloroplast envelope chloroplast stroma 	0	Swiss	
YFP-RABG3f	AT4G16155	dihydrolipoyl dehydrogenases 	pp											1		1																		1	0	0	0	chloroplast chloroplast envelope chloroplast stroma 	0	Swiss	
YFP-RABG3f	AT5G46580	pentatricopeptide (PPR) repeat-containing protein 	pp										1	1		2																		2	0	0	0	chloroplast 	0	Swiss	
YFP-RABG3f	AT2G31810	ACT domain-containing small subunit of acetolactate synthase protein 	pp											1		1																		1	0	0	0	chloroplast 	0	Swiss	
YFP-RABG3f	AT1G25490	"RCN1, REGA, ATB BETA BETA, EER1 ARM repeat superfamily protein "	pp								1		1	1		3																		3	0	0	0	cell wall nucleus plasma membrane 	0	Swiss	1
YFP-RABG3f	AT5G52650	RNA binding Plectin/S10 domain-containing protein 	pp											1		1						1												2	0	0	0	cell wall cytosolic ribosome cytosolic small ribosomal subunit membrane 	0	Swiss	1
YFP-RABG3f	AT5G43010	RPT4A regulatory particle triple-A ATPase 4A 	pp								1			1		2																		2	0	0	0	cell wall cytosol proteasome complex 	0	Swiss	1
YFP-RABG3f	AT1G79920	Heat shock protein 70 (Hsp 70) family protein 	pp											1	1	2																		2	0	0	0	cell wall cytosol nucleus plasma membrane plasmodesma 	0	Swiss	1
YFP-RABG3f	AT1G12000	Phosphofructokinase family protein 	pp								1		1	1		3																		3	0	0	0	cell wall cytosol membrane 	0	Swiss	1
YFP-RABG3f	AT5G19820	emb2734 ARM repeat superfamily protein 	pp						1	1	1	1	1	1		6																		6	0	0	0	cell wall cytosol 	0	trembl	1
YFP-RABG3f	AT4G29010	AIM1 Enoyl-CoA hydratase/isomerase family 	pp			1								1		1																		2	0	0	0	cell wall chloroplast peroxisome plasmodesma 	0	Swiss	1
YFP-RABG3f	AT4G26010	Peroxidase superfamily protein 	pp						1					1		2																		2	0	0	extracellular region 	0	1	Swiss	
YFP-RABG3f	AT3G45780	"PHOT1, NPH1, JK224, RPT1 phototropin 1 "	pp										1	1		2																		2	0	0	0	cell surface cytoplasm cytoplasmic side of plasma membrane vacuole 	0	Swiss	
YFP-RABG3f	AT5G10470	"KCA1, KAC1 kinesin like protein for actin based chloroplast movement 1 "	pp						1				1	1		3																		3	0	0	chromosome nucleus spindle 	cell plate chloroplast envelope cytosol membrane phragmoplast plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G20190	"ATCLASP, CLASP CLIP-associated protein "	pp								1			1		2																		2	0	0	0	cell cortex phragmoplast plasma membrane plasmodesma spindle microtubule 	0	Swiss	
YFP-RABG3f	AT3G59920	GDI2	pp											1		1						1												2	0	0	0	apoplast cytosol plasmodesma 	0	Swiss	1
YFP-RABG3f	AT1G72150	PATL1 PATELLIN 1 	pp											1		1							1			1					1			4	0	0	0	apoplast chloroplast Golgi apparatus membrane plasma membrane plasmodesma vacuole 	0	Swiss	1
YFP-RABG3f	AT1G20020	"ATLFNR2, FNR2 ferredoxin-NADP(+)-oxidoreductase 2 "	pp											1		1																		1	0	0	0	apoplast chloroplast chloroplast stroma chloroplast thylakoid chloroplast thylakoid membrane thylakoid 	0	Swiss	1
YFP-RABG3f	AT4G38970	FBA2 fructose-bisphosphate aldolase 2 	pp											1		1																		1	0	0	0	apoplast chloroplast chloroplast envelope chloroplast stroma membrane plastoglobule thylakoid 	0	Swiss	1
YFP-RABG3f	AT3G26650	"GAPA, GAPA-1 glyceraldehyde 3-phosphate dehydrogenase A subunit "	pp											1		1																		1	0	0	chloroplast membrane 	apoplast chloroplast chloroplast envelope chloroplast stroma chloroplast thylakoid membrane membrane stromule 	0	Swiss	1
YFP-RABG3f	AT5G08280	HEMC hydroxymethylbilane synthase 	pp								1			1	1	3																		3	0	0	0	apoplast chloroplast chloroplast envelope chloroplast stroma 	0	Swiss	1
YFP-RABG3f	AT3G12780	PGK1 phosphoglycerate kinase 1 	pp								1			1	1	3																		3	0	0	0	apoplast cell wall chloroplast chloroplast envelope chloroplast stroma cytoplasm cytosol membrane mitochondrion nucleus stromule thylakoid 	0	Swiss	1
YFP-RABG3f	AT3G57410	"VLN3, ATVLN3 villin 3 "	pp											1		1																		1	0	0	0	actin filament cytoplasm 	0	Swiss	
YFP-RABG3f	AT2G16950	"TRN1, ATTRN1 transportin 1 "	pp						1	1	1		1	1		5																		5	0	0	cytoplasm nucleoplasm 	0	0	Swiss	
YFP-RABG3f	AT5G65010	ASN2 asparagine synthetase 2 	pp						1	1	1		1	1		5																		5	0	0	0	0	0	Swiss	
YFP-RABG3f	AT1G52360	Coatomer ß ' (SEC27p)	pp							1	1		1	1		4																		4	0	0	COPI-coated vesicle membrane 	0	0	Swiss	
YFP-RABG3f	AT1G18270	ketose-bisphosphate aldolase class-II family protein 	pp								1		1	1		3																		3	0	0	0	0	0	trembl	
YFP-RABG3f	AT5G49830	EXO84B/VPS51	pp								1			1		2																		2	0	0	cell wall cytosol phragmoplast 	0	0	Swiss	
YFP-RABG3f	AT1G64790	ILA ILITYHIA 	pp								1		1	1		3																		3	0	0	0	0	0	trembl	
YFP-RABG3f	AT5G09900	"EMB2107, RPN5A, MSA 26S proteasome regulatory subunit, putative (RPN5) "	pp							1	1			1		3																		3	0	0	cytoplasm nucleus 	0	0	Swiss	
YFP-RABG3f	AT5G16280	TRS85	pp		1			1					1	1		2																		4	0	0	0	0	0	trembl	
YFP-RABG3f	AT2G17790	VPS35A	pp		1			1						1		1																		3	0	0	Golgi apparatus late endosome membrane 	0	0	Swiss	
YFP-RABG3f	AT1G75850	VPS35B	pp											1		1																		1	0	0	Golgi apparatus late endosome membrane 	0	0	Swiss	
YFP-RABG3f	AT1G47550	SEC3A	pp											1		1																		1	0	0	cytosol phragmoplast plasma membrane 	0	0	Swiss	
YFP-RABG3f	AT4G22690	"CYP706A1 cytochrome P450, family 706, subfamily A, polypeptide 1 "	pp											1		1										1								2	0	0	0	0	0	trembl	
YFP-RABG3f	AT4G31480	Coatomer ß (SEC26p)	pp											1		1																		1	0	0	0	0	0	Swiss	
VAMP711	AT1G77140	"VPS45, ATVPS45 vacuolar protein sorting 45 "	pp		1		1	1					1		1	2																		5	0	0	0	plant-type vacuole membrane trans-Golgi network 	0	Swiss	
VAMP711	AT2G14740	VSR3	pp		1		1	1							1	1				1											1			6	1	0	clathrin-coated vesicle membrane Golgi membrane late endosome membrane 	endosome Golgi apparatus membrane trans-Golgi network 	1	Swiss	
VAMP711	AT1G59870	"PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 ABC-2 and Plant PDR ABC-type transporter family protein "	pp		1			1	1	1	1	1	1	1	1	7		1					1									1		12	13	0	0	chloroplast chloroplast envelope membrane mitochondrion plasma membrane vacuolar membrane 	0	Swiss	
VAMP711	AT5G53480	ARM repeat superfamily protein 	pp						1	1	1	1	1	1	1	7		1																8	0	0	0	chloroplast cytoplasm nucleus 	0	Swiss	
VAMP711	AT2G46520	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative "	pp							1	1	1	1	1	1	6		1																7	0	0	nucleus 	cytosol membrane plasmodesma 	0	Swiss	
VAMP711	AT2G26250	"FDH, KCS10 3-ketoacyl-CoA synthase 10 "	pp								1	1		1	1	4			1								1							6	3	0	0	endoplasmic reticulum membrane 	0	Swiss	
VAMP711	AT5G56030	"HSP81-2, ERD8, HSP90.2, AtHsp90.2 heat shock protein 81-2 "	pp										1		1	2		1				1												4	0	0	cytoplasm 	0	0	Swiss	
VAMP711	AT3G23300	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp							1		1	1		1	4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus nucleus trans-Golgi network vacuolar membrane 	0	Swiss	
VAMP711	AT5G47200	AtRABD2b	pp		1						1			1	1	3						1												5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	Golgi membrane 	Golgi apparatus plasma membrane 	0	Swiss	
VAMP711	AT3G18820	AtRABG3f	pp		1									1	1	2						1						1						5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	Golgi apparatus nucleus plasma membrane 	0	Swiss	
VAMP711	AT4G17170	AtRABB1c	pp											1	1	2						1									1			4	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	membrane plasma membrane vacuole 	0	Swiss	
VAMP711	AT4G18800	AtRABA1d	pp								1				1	2						1												3	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	early endosome membrane plasma membrane plasmodesma trans-Golgi network membrane 	0	Swiss	
VAMP711	AT4G28470	"RPN1B, ATRPN1B 26S proteasome regulatory subunit S2 1B "	pp												1	1																		1	0	0	0	proteasome complex 	0	Swiss	
VAMP711	AT1G20330	"SMT2, CVP1, FRL1 sterol methyltransferase 2 "	pp								1			1	1	3		1	1							1		1						7	1	0	0	endoplasmic reticulum Golgi apparatus 	0	Swiss	
VAMP711	AT3G09810	IDH-VI isocitrate dehydrogenase VI 	pp								1				1	2																		2	0	0	0	mitochondrion 	0	Swiss	
VAMP711	AT4G04910	NSF type	pp		1						1	1	1		1	4						1				1					1			8	0	0	0	Golgi apparatus plasma membrane plasmodesma vacuole 	0	Swiss	
VAMP711	AT1G10290	DRP2A	pp	1											1	1							1									1		4	0	0	cytosol Golgi membrane phragmoplast 	Golgi apparatus membrane plasma membrane plasmodesma vacuolar membrane 	0	Swiss	
VAMP711	AT3G19820	"DWF1, DIM, EVE1, DIM1, CBB1 cell elongation protein / DWARF1 / DIMINUTO (DIM) "	pp		1									1	1	2		1						1				1						6	1	0	0	integral component of membrane membrane plasma membrane vacuolar membrane vacuole 	0	Swiss	
VAMP711	AT1G30580	GTP binding 	pp											1	1	2																		2	0	0	0	cytosol plasmodesma 	0	trembl	
VAMP711	AT3G05280	YIP5b	pp		1			1					1		1	2										1								5	5	0	0	cytosol Golgi apparatus 	0	trembl	
VAMP711	AT1G62020	Coatomer ? (RET1p)	pp							1	1		1	1	1	5						1												6	0	0	0	cytosol membrane plasma membrane 	0	Swiss	
VAMP711	AT4G39520	GTP-binding protein-related 	pp								1			1	1	3																		3	0	0	0	cytosol 	0	Swiss	
VAMP711	AT4G39080	VHA-A3 vacuolar proton ATPase A3 	pp		1						1				1	2		1						1		1		1						7	6	0	0	chloroplast chloroplast envelope Golgi apparatus membrane plant-type vacuole plant-type vacuole membrane plasma membrane vacuolar membrane vacuole 	0	Swiss	
VAMP711	AT4G36440	unknown protein	pp		1						1				1	2		1																4	2	0	0	0	0	trembl	
VAMP711	AT3G05530	"RPT5A, ATS6A.2 regulatory particle triple-A ATPase 5A "	pp							1	1			1	1	4																		4	0	0	0	cytoplasm cytosol nucleus proteasome complex 	0	Swiss	
VAMP711	AT3G02530	TCP-1/cpn60 chaperonin family protein 	pp							1	1				1	3																		3	0	0	0	cytoplasm cytosol membrane 	0	Swiss	
VAMP711	AT5G59910	HTB4 Histone superfamily protein 	pp												1	1																		1	0	0	0	chloroplast stroma chloroplast thylakoid nucleolus 	0	Swiss	
VAMP711	AT1G20260	"ATPase, V1 complex, subunit B protein"	pp							1	1			1	1	4										1								5	0	0	0	chloroplast Golgi apparatus vacuolar membrane vacuole 	0	Swiss	
VAMP711	AT5G08690	ATP synthase alpha/beta family protein 	pp							1	1	1		1	1	5																		5	0	0	0	"chloroplast envelope mitochondrial proton-transporting ATP synthase complex mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) mitochondrial respiratory chain complex I mitochondrion nucleolus "	0	Swiss	
VAMP711	AT4G10340	LHCB5 light harvesting complex of photosystem II 5 	pp										1		1	2																		2	0	0	0	chloroplast chloroplast thylakoid chloroplast thylakoid membrane membrane plastoglobule PSII associated light-harvesting complex II thylakoid 	0	Swiss	
VAMP711	AT4G02770	PSAD-1 photosystem I subunit D-1 	pp												1	1																		1	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane membrane plastoglobule thylakoid 	0	Swiss	
VAMP711	AT1G16240	SYP51	pp												1	1		1						1										3	1	0	Golgi apparatus late endosome membrane 	vacuole 	0	Swiss	
VAMP711	AT4G32150	"VAMP711, ATVAMP711 vesicle-associated membrane protein 711 "	pp												1	1		1																2	1	0	0	plasma membrane vacuolar membrane vacuole 	0	Swiss	
VAMP711	AT1G04750	VAMP721	pp		1										1	1																		2	1	0	0	cell plate endosome plasma membrane plasmodesma 	0	Swiss	
VAMP711	AT1G79920	Heat shock protein 70 (Hsp 70) family protein 	pp											1	1	2																		2	0	0	0	cell wall cytosol nucleus plasma membrane plasmodesma 	0	Swiss	1
VAMP711	AT5G08280	HEMC hydroxymethylbilane synthase 	pp								1			1	1	3																		3	0	0	0	apoplast chloroplast chloroplast envelope chloroplast stroma 	0	Swiss	1
VAMP711	AT1G78900	VHA-A vacuolar ATP synthase subunit A 	pp		1								1		1	2								1		1		1						6	0	0	0	apoplast cell wall chloroplast chloroplast envelope Golgi apparatus membrane plant-type vacuole plasma membrane plasmodesma vacuolar membrane vacuole 	0	Swiss	1
VAMP711	AT2G01470	SEC12	pp												1	1			1									1						3	1	0	Golgi apparatus 	endoplasmic reticulum integral component of endoplasmic reticulum membrane membrane plasma membrane vacuolar membrane 	0	Swiss	
VAMP711	AT3G12780	PGK1 phosphoglycerate kinase 1 	pp								1			1	1	3																		3	0	0	0	apoplast cell wall chloroplast chloroplast envelope chloroplast stroma cytoplasm cytosol membrane mitochondrion nucleus stromule thylakoid 	0	Swiss	1
VAMP711	AT1G12230	Aldolase superfamily protein 	pp												1	1																		1	0	0	0	0	0	trembl	
Got1	AT5G64030	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp		1		1				1	1				2		1		1						1					1			8	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT4G12650	Endomembrane protein 70 protein family 	pp		1		1				1	1				2				1						1					1			7	10	0	0	endosome Golgi apparatus plasmodesma trans-Golgi network vacuolar membrane vacuole 	1	Swiss	
Got1	AT3G04080	"ATAPY1, APY1 apyrase 1 "	pp				1					1				1				1						1								4	1	0	Golgi membrane 	endosome Golgi apparatus integral component of membrane trans-Golgi network 	0	Swiss	
Got1	AT5G61240	Leucine-rich repeat (LRR) family protein 	pp				1					1				1				1						1			1					5	0	0	0	0	0	trembl	
Got1	AT1G59870	"PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 ABC-2 and Plant PDR ABC-type transporter family protein "	pp		1			1	1	1	1	1	1	1	1	7		1					1									1		12	13	0	0	chloroplast chloroplast envelope membrane mitochondrion plasma membrane vacuolar membrane 	0	Swiss	
Got1	AT5G53480	ARM repeat superfamily protein 	pp						1	1	1	1	1	1	1	7		1																8	0	0	0	chloroplast cytoplasm nucleus 	0	Swiss	
Got1	AT2G46520	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative "	pp							1	1	1	1	1	1	6		1																7	0	0	nucleus 	cytosol membrane plasmodesma 	0	Swiss	
Got1	AT2G33120	VAMP722/SAR1	pp							1	1	1	1	1		5																		5	1	0	0	0	0	Swiss	
Got1	AT1G29470	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp								1	1	1	1		4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT2G26250	"FDH, KCS10 3-ketoacyl-CoA synthase 10 "	pp								1	1		1	1	4			1								1							6	3	0	0	endoplasmic reticulum membrane 	0	Swiss	
Got1	AT1G26850	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp							1	1	1	1			4		1		1						1			1					8	1	0	Golgi membrane 	endosome Golgi apparatus membrane trans-Golgi network 	0	Swiss	
Got1	AT4G18030	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp					1		1	1	1	1			4				1						1			1					8	1	0	Golgi membrane 	endosome Golgi apparatus plant-type cell wall trans-Golgi network vacuolar membrane 	0	Swiss	
Got1	AT3G23300	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp							1		1	1		1	4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus nucleus trans-Golgi network vacuolar membrane 	0	Swiss	
Got1	AT5G59840	Ras-related small GTP-binding family protein 	pp									1				1																		1	0	0	0	plasma membrane plasmodesma 	0	trembl	
Got1	AT3G49720	unknown protein	pp						1		1	1				3		1		1						1			1					7	1	0	Golgi membrane 	chloroplast thylakoid membrane endosome Golgi apparatus membrane plasma membrane trans-Golgi network vacuolar membrane 	0	Swiss	
Got1	AT1G14670	Endomembrane protein 70 protein family 	pp							1	1	1				3				1						1			1					6	10	0	0	endosome Golgi apparatus membrane trans-Golgi network 	1	Swiss	
Got1	AT5G25100	Endomembrane protein 70 protein family 	pp								1	1				2		1		1						1			1					6	10	0	0	0	1	Swiss	
Got1	AT4G04910	NSF type	pp		1						1	1	1		1	4						1				1					1			8	0	0	0	Golgi apparatus plasma membrane plasmodesma vacuole 	0	Swiss	
Got1	AT5G13710	"SMT1, CPH sterol methyltransferase 1 "	pp								1	1				2			1															3	0	0	0	endoplasmic reticulum plasmodesma vacuole 	0	Swiss	
Got1	AT3G62830	"UXS2, ATUXS2, AUD1 NAD(P)-binding Rossmann-fold superfamily protein "	pp					1			1	1				2		1		1						1								6	1	0	Golgi cisterna membrane 	endosome Golgi apparatus Golgi membrane plasma membrane trans-Golgi network 	0	Swiss	
Got1	AT1G19360	Nucleotide-diphospho-sugar transferase family protein 	pp								1	1				2		1		1						1					1			6	1	0	0	endosome Golgi apparatus trans-Golgi network 	0	trembl	
Got1	AT3G23820	GAE6 UDP-D-glucuronate 4-epimerase 6 	pp							1		1				2				1						1								4	1	0	Golgi cisterna membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT5G35160	Endomembrane protein 70 protein family 	pp		1						1	1				2				1						1			1					6	10	0	0	0	1	Swiss	
Got1	AT1G10950	"TMN1, AtTMN1 transmembrane nine 1 "	pp								1	1				2				1						1			1					5	10	0	0	cis-Golgi network endosome Golgi apparatus Golgi medial cisterna membrane trans-Golgi network 	1	Swiss	
Got1	AT3G56110	AtPRA1.B1	pp		1						1	1				2										1								4	4	0	endosome membrane 	endoplasmic reticulum Golgi apparatus 	0	Swiss	
Got1	AT3G13870	RHD3 Root hair defective 3 GTP-binding protein (RHD3) 	pp									1		1		2			1									1						4	0	0	endoplasmic reticulum membrane Golgi membrane 	cytoplasm endoplasmic reticulum plasma membrane vacuolar membrane 	0	Swiss	
Got1	AT5G08690	ATP synthase alpha/beta family protein 	pp							1	1	1		1	1	5																		5	0	0	0	"chloroplast envelope mitochondrial proton-transporting ATP synthase complex mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) mitochondrial respiratory chain complex I mitochondrion nucleolus "	0	Swiss	
Got1	AT3G53520	UXS1 UDP-glucuronic acid decarboxylase 1 	pp					1				1				1		1		1						1			1					6	1	0	Golgi cisterna membrane 	0	0	Swiss	
Got1	AT3G66654	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein 	pp									1				1		1		1						1			1					5	1	0	0	endosome Golgi apparatus plasma membrane trans-Golgi network 	0	Swiss	
Got1	AT5G14950	"GMII, ATGMII golgi alpha-mannosidase II "	pp									1				1		1		1						1			1					5	1	0	0	endosome Golgi apparatus trans-Golgi network 	0	trembl	
